0.002	0.007	0.006	0.002	0.002	0.003	0.978
0.002	0.002	0.003	0.002	0.002	0.002	0.987
0.002	0.002	0.002	0.002	0.002	0.002	0.987
0.003	0.002	0.003	0.002	0.002	0.003	0.986
0.003	0.002	0.002	0.002	0.002	0.002	0.986
0.002	0.023	0.19	0.005	0.005	0.005	0.769
0.003	0.002	0.005	0.003	0.002	0.002	0.982
0.006	0.003	0.005	0.004	0.003	0.005	0.975
0.007	0.023	0.097	0.029	0.04	0.005	0.799
0.004	0.002	0.004	0.002	0.003	0.004	0.981
0.002	0.002	0.002	0.003	0.002	0.002	0.986
0.002	0.002	0.002	0.002	0.002	0.002	0.988
0.007	0.004	0.008	0.002	0.003	0.007	0.969
0.003	0.022	0.96	0.003	0.004	0.003	0.004
0.01	0.008	0.739	0.085	0.005	0.004	0.149
0.005	0.005	0.706	0.09	0.003	0.003	0.188
0.006	0.007	0.017	0.005	0.005	0.954	0.005
0.98	0.002	0.003	0.002	0.002	0.007	0.003
0.983	0.002	0.003	0.003	0.002	0.004	0.003
0.002	0.005	0.011	0.014	0.077	0.868	0.023
0.002	0.005	0.01	0.966	0.005	0.003	0.01
0.006	0.003	0.004	0.003	0.002	0.979	0.003
0.009	0.003	0.005	0.006	0.004	0.968	0.004
0.002	0.003	0.008	0.968	0.015	0.002	0.002
0.016	0.018	0.01	0.006	0.009	0.938	0.003
0.984	0.002	0.003	0.003	0.003	0.003	0.002
0.969	0.004	0.005	0.007	0.006	0.006	0.003
0.005	0.003	0.006	0.003	0.009	0.97	0.004
0.022	0.003	0.005	0.002	0.01	0.955	0.002
0.541	0.013	0.065	0.019	0.019	0.329	0.015
0.003	0.066	0.862	0.015	0.018	0.004	0.032
0.004	0.071	0.809	0.029	0.018	0.004	0.065
0.301	0.122	0.292	0.138	0.134	0.009	0.003
0.06	0.003	0.006	0.024	0.9	0.005	0.002
0.002	0.008	0.008	0.007	0.968	0.003	0.003
0.006	0.024	0.068	0.03	0.818	0.047	0.008
0.029	0.005	0.004	0.02	0.933	0.002	0.007
0.002	0.004	0.007	0.004	0.977	0.003	0.002
0.006	0.187	0.745	0.034	0.015	0.01	0.003
0.013	0.332	0.331	0.072	0.203	0.044	0.004
0.009	0.335	0.315	0.32	0.004	0.006	0.011
0.002	0.937	0.051	0.002	0.003	0.003	0.002
0.002	0.926	0.063	0.002	0.002	0.002	0.002
0.004	0.035	0.638	0.017	0.061	0.005	0.241
0.003	0.069	0.9	0.005	0.006	0.002	0.015
0.005	0.003	0.003	0.002	0.005	0.003	0.979
0.006	0.003	0.003	0.002	0.005	0.003	0.977
