0.002	0.007	0.002	0.011	0.002	0.976
0.003	0.002	0.002	0.003	0.003	0.987
0.002	0.002	0.002	0.003	0.002	0.989
0.002	0.003	0.003	0.003	0.003	0.987
0.002	0.002	0.003	0.002	0.002	0.988
0.014	0.064	0.004	0.102	0.003	0.813
0.004	0.003	0.002	0.004	0.004	0.984
0.005	0.004	0.002	0.004	0.007	0.977
0.024	0.073	0.028	0.084	0.007	0.784
0.003	0.003	0.003	0.004	0.005	0.983
0.003	0.003	0.002	0.003	0.002	0.988
0.002	0.002	0.002	0.003	0.002	0.989
0.004	0.005	0.003	0.007	0.012	0.968
0.013	0.314	0.005	0.66	0.003	0.005
0.066	0.23	0.003	0.578	0.006	0.117
0.06	0.217	0.003	0.566	0.005	0.149
0.009	0.029	0.009	0.092	0.85	0.01
0.002	0.003	0.004	0.003	0.983	0.005
0.003	0.003	0.003	0.003	0.983	0.004
0.038	0.025	0.224	0.047	0.603	0.061
0.929	0.018	0.035	0.011	0.002	0.005
0.004	0.003	0.003	0.004	0.982	0.004
0.005	0.004	0.003	0.005	0.978	0.005
0.908	0.022	0.026	0.039	0.003	0.002
0.005	0.022	0.013	0.028	0.929	0.003
0.003	0.003	0.004	0.004	0.983	0.003
0.004	0.004	0.007	0.003	0.98	0.002
0.003	0.006	0.011	0.007	0.967	0.005
0.002	0.004	0.017	0.004	0.97	0.002
0.013	0.016	0.016	0.048	0.892	0.017
0.031	0.239	0.041	0.657	0.003	0.028
0.075	0.239	0.008	0.616	0.004	0.058
0.049	0.457	0.029	0.406	0.055	0.004
0.011	0.006	0.955	0.008	0.017	0.003
0.004	0.002	0.986	0.003	0.003	0.003
0.034	0.096	0.728	0.099	0.033	0.009
0.009	0.008	0.962	0.005	0.007	0.008
0.003	0.002	0.986	0.003	0.003	0.003
0.049	0.381	0.011	0.547	0.009	0.003
0.097	0.406	0.133	0.34	0.02	0.003
0.112	0.531	0.008	0.337	0.006	0.006
0.003	0.629	0.087	0.276	0.003	0.003
0.004	0.574	0.089	0.328	0.002	0.003
0.024	0.245	0.085	0.305	0.005	0.336
0.012	0.271	0.004	0.691	0.003	0.019
0.002	0.003	0.004	0.004	0.004	0.982
0.003	0.004	0.004	0.004	0.004	0.982
