0.018	0.005	0.008	0.003	0.002	0.002	0.962
0.003	0.003	0.003	0.003	0.002	0.002	0.985
0.003	0.003	0.003	0.002	0.002	0.002	0.986
0.003	0.002	0.002	0.002	0.002	0.002	0.986
0.003	0.003	0.002	0.002	0.002	0.002	0.986
0.039	0.094	0.077	0.008	0.004	0.004	0.774
0.005	0.004	0.004	0.003	0.002	0.003	0.979
0.006	0.004	0.005	0.004	0.002	0.007	0.972
0.066	0.037	0.051	0.032	0.029	0.006	0.777
0.005	0.003	0.005	0.003	0.003	0.005	0.977
0.004	0.003	0.003	0.003	0.002	0.002	0.984
0.003	0.002	0.004	0.003	0.002	0.002	0.984
0.01	0.006	0.009	0.003	0.003	0.008	0.961
0.132	0.404	0.45	0.003	0.004	0.003	0.004
0.594	0.048	0.268	0.031	0.007	0.005	0.047
0.583	0.05	0.276	0.023	0.003	0.003	0.062
0.065	0.075	0.075	0.016	0.007	0.754	0.009
0.002	0.003	0.003	0.002	0.004	0.981	0.004
0.003	0.003	0.004	0.002	0.003	0.981	0.004
0.068	0.114	0.05	0.014	0.25	0.456	0.047
0.01	0.01	0.006	0.944	0.006	0.004	0.019
0.003	0.004	0.004	0.004	0.002	0.977	0.006
0.004	0.005	0.004	0.006	0.003	0.974	0.005
0.005	0.007	0.007	0.972	0.002	0.003	0.004
0.013	0.075	0.024	0.025	0.011	0.85	0.003
0.003	0.003	0.003	0.002	0.004	0.981	0.003
0.003	0.003	0.004	0.004	0.007	0.976	0.003
0.007	0.005	0.007	0.003	0.012	0.96	0.005
0.004	0.008	0.004	0.003	0.014	0.964	0.002
0.025	0.015	0.028	0.011	0.016	0.89	0.016
0.673	0.093	0.185	0.004	0.026	0.003	0.016
0.443	0.199	0.255	0.022	0.017	0.005	0.06
0.029	0.188	0.331	0.267	0.067	0.113	0.005
0.004	0.004	0.004	0.006	0.962	0.019	0.003
0.007	0.002	0.003	0.002	0.981	0.002	0.003
0.041	0.049	0.07	0.016	0.802	0.013	0.009
0.003	0.004	0.003	0.003	0.968	0.013	0.006
0.008	0.003	0.003	0.002	0.979	0.003	0.003
0.219	0.326	0.162	0.271	0.006	0.012	0.003
0.019	0.217	0.17	0.399	0.17	0.022	0.003
0.014	0.136	0.251	0.584	0.004	0.005	0.007
0.003	0.293	0.005	0.691	0.003	0.003	0.003
0.004	0.295	0.005	0.688	0.003	0.002	0.002
0.066	0.213	0.422	0.007	0.046	0.007	0.24
0.037	0.431	0.507	0.005	0.004	0.003	0.013
0.004	0.003	0.003	0.003	0.005	0.004	0.978
0.004	0.003	0.004	0.003	0.005	0.003	0.977
