0.01	0.0074	0.0066	0.0034	0.0026	0.003	0.967
0.003	0.0032	0.003	0.003	0.0024	0.0026	0.9834
0.003	0.003	0.0028	0.0024	0.0024	0.0024	0.984
0.0028	0.0026	0.0028	0.0024	0.0022	0.0026	0.9842
0.003	0.0026	0.0026	0.0026	0.0024	0.0026	0.984
0.0194	0.0738	0.1066	0.0228	0.0064	0.0056	0.7652
0.0042	0.0038	0.0038	0.0034	0.0028	0.003	0.9786
0.006	0.0054	0.0048	0.0056	0.003	0.007	0.968
0.0368	0.0428	0.0686	0.0332	0.038	0.0074	0.773
0.0046	0.0036	0.0042	0.0038	0.0032	0.0052	0.9758
0.0032	0.003	0.003	0.0032	0.0026	0.0026	0.9824
0.0028	0.0026	0.0028	0.0026	0.0022	0.0022	0.9848
0.007	0.0064	0.007	0.0066	0.0032	0.0078	0.962
0.052	0.3224	0.5186	0.09	0.0066	0.0062	0.0042
0.2984	0.181	0.2946	0.1004	0.0092	0.0066	0.1098
0.2936	0.1776	0.2822	0.0948	0.0096	0.0044	0.1376
0.0252	0.0246	0.0504	0.0382	0.0098	0.8446	0.0072
0.1994	0.0046	0.0042	0.385	0.0034	0.3992	0.0038
0.2004	0.0064	0.0044	0.3844	0.0056	0.3948	0.0044
0.0242	0.0356	0.0408	0.037	0.1164	0.7094	0.0362
0.1586	0.209	0.0114	0.3856	0.1964	0.0264	0.013
0.0042	0.0074	0.0074	0.005	0.0056	0.9668	0.0038
0.0082	0.0086	0.0084	0.009	0.005	0.9558	0.0048
0.157	0.2072	0.0092	0.3926	0.2046	0.0254	0.0036
0.0224	0.0278	0.019	0.0276	0.014	0.8862	0.0032
0.2002	0.006	0.0052	0.389	0.004	0.3926	0.0028
0.1982	0.006	0.0056	0.3892	0.0066	0.3916	0.0026
0.0068	0.0056	0.0072	0.0216	0.0086	0.9454	0.0044
0.0086	0.0066	0.007	0.0238	0.0098	0.9414	0.0024
0.128	0.0328	0.0372	0.2344	0.0134	0.5386	0.016
0.2654	0.2434	0.352	0.0892	0.0228	0.0046	0.0232
0.2074	0.2338	0.3454	0.1064	0.0298	0.006	0.0716
0.0966	0.1224	0.2636	0.3002	0.1708	0.0424	0.0038
0.0172	0.008	0.1702	0.1192	0.6732	0.0098	0.0028
0.0158	0.0122	0.1866	0.0416	0.7372	0.0034	0.003
0.0386	0.0662	0.1858	0.0634	0.5926	0.0448	0.0086
0.0102	0.0058	0.1762	0.0986	0.6948	0.007	0.0076
0.0162	0.0102	0.1872	0.0402	0.7386	0.0044	0.0032
0.09	0.1746	0.4134	0.147	0.1592	0.0126	0.0032
0.1282	0.1916	0.187	0.1464	0.3088	0.0346	0.0036
0.0512	0.148	0.294	0.2884	0.199	0.01	0.0096
0.2064	0.2562	0.022	0.1406	0.369	0.0036	0.0026
0.2046	0.2572	0.0214	0.14	0.3706	0.003	0.0026
0.0512	0.1818	0.3888	0.0744	0.0404	0.0106	0.2532
0.043	0.2974	0.5258	0.1002	0.016	0.0036	0.014
0.0038	0.0032	0.004	0.004	0.0052	0.0038	0.9758
0.0042	0.0034	0.0038	0.0042	0.0052	0.0036	0.975
