0.005	0.005	0.012	0.007	0.003	0.004	0.963
0.003	0.004	0.004	0.004	0.004	0.004	0.977
0.004	0.004	0.004	0.004	0.003	0.003	0.978
0.003	0.004	0.004	0.004	0.003	0.003	0.979
0.004	0.004	0.004	0.003	0.003	0.004	0.978
0.005	0.014	0.135	0.095	0.008	0.005	0.738
0.003	0.006	0.005	0.005	0.004	0.004	0.973
0.004	0.008	0.006	0.006	0.004	0.008	0.964
0.011	0.024	0.075	0.084	0.035	0.008	0.764
0.005	0.004	0.005	0.006	0.004	0.006	0.969
0.004	0.004	0.005	0.005	0.004	0.004	0.974
0.004	0.004	0.004	0.004	0.003	0.003	0.978
0.004	0.005	0.008	0.009	0.003	0.011	0.959
0.005	0.015	0.528	0.436	0.007	0.004	0.005
0.01	0.124	0.345	0.356	0.007	0.01	0.149
0.008	0.125	0.341	0.344	0.006	0.006	0.169
0.019	0.008	0.116	0.12	0.011	0.714	0.012
0.004	0.005	0.007	0.006	0.005	0.968	0.005
0.005	0.006	0.005	0.006	0.006	0.966	0.007
0.01	0.026	0.076	0.092	0.21	0.525	0.059
0.006	0.951	0.016	0.008	0.008	0.005	0.007
0.004	0.007	0.005	0.005	0.004	0.97	0.005
0.005	0.009	0.006	0.006	0.005	0.962	0.007
0.009	0.956	0.008	0.015	0.004	0.004	0.003
0.043	0.006	0.039	0.02	0.015	0.872	0.005
0.004	0.006	0.006	0.006	0.006	0.969	0.004
0.005	0.007	0.006	0.007	0.01	0.96	0.003
0.004	0.006	0.009	0.008	0.013	0.954	0.006
0.006	0.003	0.006	0.006	0.016	0.96	0.004
0.008	0.019	0.028	0.034	0.011	0.885	0.017
0.007	0.088	0.456	0.404	0.018	0.005	0.023
0.007	0.118	0.319	0.471	0.01	0.006	0.068
0.01	0.057	0.37	0.383	0.109	0.066	0.005
0.006	0.011	0.007	0.007	0.951	0.014	0.003
0.005	0.025	0.006	0.006	0.949	0.005	0.004
0.007	0.023	0.092	0.118	0.732	0.018	0.009
0.005	0.006	0.006	0.007	0.959	0.008	0.009
0.005	0.024	0.005	0.005	0.951	0.006	0.004
0.1	0.035	0.426	0.417	0.008	0.01	0.004
0.323	0.079	0.184	0.235	0.148	0.026	0.005
0.069	0.109	0.271	0.525	0.008	0.007	0.01
0.973	0.005	0.006	0.005	0.004	0.004	0.003
0.972	0.005	0.006	0.005	0.004	0.004	0.003
0.014	0.012	0.382	0.337	0.033	0.007	0.216
0.007	0.008	0.469	0.48	0.018	0.005	0.013
0.004	0.004	0.005	0.006	0.007	0.005	0.968
0.004	0.004	0.005	0.005	0.009	0.005	0.967
