0.004	0.014	0.004	0.003	0.002	0.003	0.97
0.003	0.004	0.003	0.003	0.002	0.003	0.983
0.003	0.003	0.003	0.002	0.002	0.003	0.984
0.002	0.003	0.003	0.002	0.002	0.003	0.984
0.002	0.002	0.003	0.003	0.003	0.003	0.984
0.019	0.056	0.117	0.004	0.012	0.009	0.784
0.005	0.004	0.003	0.003	0.003	0.003	0.979
0.004	0.008	0.005	0.006	0.003	0.008	0.965
0.029	0.07	0.086	0.013	0.041	0.012	0.749
0.003	0.005	0.004	0.004	0.003	0.006	0.976
0.003	0.003	0.003	0.002	0.002	0.003	0.984
0.002	0.003	0.002	0.002	0.002	0.002	0.987
0.004	0.011	0.007	0.009	0.004	0.006	0.96
0.047	0.28	0.632	0.005	0.014	0.018	0.004
0.088	0.65	0.103	0.013	0.021	0.01	0.114
0.107	0.629	0.081	0.007	0.024	0.008	0.144
0.025	0.016	0.038	0.041	0.019	0.855	0.006
0.007	0.01	0.005	0.934	0.004	0.035	0.004
0.008	0.019	0.008	0.929	0.015	0.018	0.004
0.027	0.018	0.019	0.063	0.036	0.815	0.022
0.763	0.012	0.011	0.007	0.084	0.115	0.008
0.005	0.02	0.022	0.008	0.018	0.925	0.003
0.019	0.021	0.023	0.019	0.009	0.905	0.004
0.763	0.005	0.02	0.005	0.088	0.115	0.003
0.036	0.025	0.016	0.069	0.018	0.834	0.003
0.007	0.016	0.011	0.95	0.005	0.006	0.003
0.011	0.012	0.007	0.953	0.006	0.01	0.002
0.011	0.008	0.008	0.087	0.006	0.875	0.004
0.008	0.014	0.014	0.095	0.006	0.861	0.002
0.029	0.045	0.052	0.561	0.013	0.281	0.018
0.055	0.652	0.196	0.02	0.046	0.007	0.025
0.157	0.416	0.298	0.005	0.032	0.009	0.084
0.122	0.164	0.281	0.337	0.079	0.015	0.003
0.005	0.017	0.008	0.41	0.55	0.008	0.003
0.008	0.005	0.007	0.188	0.785	0.004	0.003
0.057	0.073	0.082	0.132	0.599	0.051	0.007
0.006	0.008	0.012	0.345	0.611	0.009	0.009
0.01	0.005	0.005	0.186	0.783	0.007	0.004
0.087	0.094	0.713	0.006	0.084	0.014	0.003
0.178	0.074	0.09	0.016	0.595	0.045	0.003
0.153	0.078	0.628	0.006	0.1	0.026	0.009
0.017	0.026	0.044	0.003	0.903	0.005	0.003
0.013	0.042	0.029	0.003	0.906	0.004	0.003
0.092	0.134	0.39	0.007	0.049	0.028	0.299
0.073	0.162	0.709	0.006	0.035	0.005	0.011
0.002	0.003	0.005	0.005	0.005	0.004	0.976
0.003	0.004	0.004	0.006	0.004	0.004	0.976
